title,variant,price,imgUrl,link,l1,l2,l3,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
优雅的草编沙滩帽，饰有褶皱缎带（可批发）,白色丝带,4.81,https://cf.shopee.vn/file/fe9c6be9f67fabdd332b7ebdb0720f2f,http://shopee.vn/product/349111648/3381342371,时尚配饰,帽子和鸭舌帽,,IVCN202607160704,24632809337,https://detail.1688.com/offer/921108243994.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917764238503262688e0f26&token=YSKQE9FYQQiXw27dvjWy9sYPyZP7%2Bd1v%2BePF6lM25pHxd09C6LP1kc7psmY8Qu%2Br,30,2026/7/21,3381342371,,,1
眼镜框，男女通用无度数眼镜，银色和黑色圆形厚框眼镜，韩式风格 - 防蓝光,银。,12.02,https://cf.shopee.vn/file/vn-11134207-81ztc-mos7rqo4rri9fd,http://shopee.vn/product/6457697/3406874239,时尚配饰,眼镜,镜框和眼镜,IVCN202607160708,267355736805,https://detail.1688.com/offer/1002115465524.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i40&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,35,2026/7/21,3406874239,,,1
Futura纤维假发，与优质真人发丝材质相同，70厘米,精彩片段,21,https://cf.shopee.com.br/file/br-11134207-820md-mlz3wbgyoutcf7,http://shopee.com.br/product/287703363/3445350702,时尚配饰,发饰,假发和接发,IVCN202607160714,330656574531,https://detail.1688.com/offer/949549129726.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i22&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,21,2026/7/21,3445350702,,,2
Futura纤维假发，与优质真人发丝材质相同，70厘米,棕色的,21,https://cf.shopee.com.br/file/br-11134207-820m9-mlz3wbgym1ogc7,http://shopee.com.br/product/287703363/3445350702,时尚配饰,发饰,假发和接发,IVCN202607160714,184077715612,https://detail.1688.com/offer/949549129726.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i22&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,21,2026/7/21,3445350702,,,2
专业美发师和个人美发师适用的塑料发夹套装,#12,3.36,https://cf.shopee.com.br/file/4fa5c443e05a984e0cd1bbc20d710447,http://shopee.com.br/product/339928631/3464986750,时尚配饰,发饰,发夹和发卡,IVCN202607160719,375078373257,https://detail.1688.com/offer/639650057570.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i25&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,3.36,2026/7/21,3464986750,,,1
50个装缎面丝绸发圈，多种颜色可选,50个装缎面丝绸发圈，多种颜色可选,12.31,https://cf.shopee.ph/file/4d52a7905fea4553d17e3026be067b85,http://shopee.ph/product/57569475/3477512346,时尚配饰,发饰,发圈、丝带和发绳,IVCN202607160723,115631625342,https://detail.1688.com/offer/632533465925.html?spm=a26352.b28411319.offerlist.11.31de1e620Ckymm&cosite=-&tracelog=p4p&_p_isad=1&clickid=84d7eb87e0a440798e056d0b3c8000b7&sessionid=pKx4hC7eEGN2szDQmXzs2w86tEKB4ixXcK81756972035025,18,2026/7/21,3477512346,,,1
卡西欧 AQ-230A AQ-230GA AQ-230GG 男女通用模拟/数字双显不锈钢原装手表.. AQ-230A,AQ-230A-1D,35.9,https://cf.shopee.com.my/file/db091339a98118fa71601e3f1a23407f,http://shopee.com.my/product/22035903/3545839432,手表,男士手表,,IVCN202607160725,40553229416,https://detail.1688.com/offer/943786951395.html?spm=a26352.b28411319/2508.0.0,35.9,2026/7/21,3545839432,,,1
一对古董硬币结婚戒指，直款，5毫米，传统风格,一对古董硬币结婚戒指，直款，5毫米，传统风格,6.5,https://cf.shopee.com.br/file/aeb373c8a2c36adb7a7d0c4e5f82d04b,http://shopee.com.br/product/280461879/3556521182,时尚配饰,戒指,,IVCN202607160729,41316800134,https://detail.1688.com/offer/985013902118.html?spm=a26352.b28411319.offerlist.5.6f7a1e629f3grg&cosite=-&tracelog=p4p&_p_isad=1&clickid=ccf1b9d040db4672a2fbedb945f5f0da&sessionid=YcXyEnNJ6hw6NQBKQ3NFQaChtrr3MTpij2f1763724236698,6.5,2026/7/21,3556521182,,,1
Timex AB系列黑色皮革模拟腕表 女士款 TW00B300E 经典款,Timex AB系列黑色皮革模拟腕表 女士款 TW00B300E 经典款,3.2,https://cf.shopee.ph/file/f24d042426dd66bad283e5694b3f8919,http://shopee.ph/product/301282701/3560503983,手表,女士手表,,IVCN202607160731,71625395903,https://detail.1688.com/offer/931246971661.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,3.2,2026/7/21,3560503983,,,1
一条24英寸长的4毫米纯不锈钢项链，可直接戴在头上而不会生锈。配有伞绳。,黑色的,0.29,https://cf.shopee.co.th/file/1e4e83fa3a61041649f75383d17b7512,http://shopee.co.th/product/223866374/3569410208,时尚配饰,项链,,IVCN202607160735,170381746198,https://detail.1688.com/offer/643836476677.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,9,2026/7/21,3569410208,,,1
女士太阳镜，UV400防护，易于佩戴的方形镜框设计，时尚的850号棕色 - Trang棕色眼镜,#850 全黑,12.87,https://cf.shopee.vn/file/vn-11134207-81ztc-mn2zxx2ki29s0d,http://shopee.vn/product/60872305/3607021399,时尚配饰,眼镜,太阳镜,IVCN202607170072,105847088422,https://detail.1688.com/offer/1026454484944.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,12.87,2026/7/21,3607021399,,,1
日本科技 FACE-U 三层医用口罩 白色 价格实惠,带Logo（带方框）,0.79,https://cf.shopee.ph/file/ph-11134207-7ra0s-md1lesa1810880,http://shopee.ph/product/139876282/3644627990,时尚配饰,其他配件,面具,IVCN202607160739,51007591430,https://detail.1688.com/offer/634172297216.html?spm=a26352.b28411319.offerlist.8.432e1e62k14lqs&cosite=-&tracelog=p4p&_p_isad=1&clickid=5d8637cbaae44c67b27d76e896b5c34a&sessionid=5b27e22657c3316bd0a130dee4b2633e,2.5,2026/7/21,3644627990,,,3
日本科技 FACE-U 三层医用口罩 白色 价格实惠,3件带Logo（带）,5.1,https://cf.shopee.ph/file/ph-11134207-7ra0u-md1lesa19g4x61,http://shopee.ph/product/139876282/3644627990,时尚配饰,其他配件,面具,IVCN202607160739,285972946107,https://detail.1688.com/offer/809835051368.html?spm=a26352.b28411319.offerlist.12.67521e62x6Vv7a&cosite=-&tracelog=p4p&_p_isad=1&clickid=1daf3b86f56642e58d00c53f03c8981d&sessionid=7SdbtH2ez7z85MTe2x6EXTKxbFR7mnt4b2Q1760511511697,13.5,2026/7/21,3644627990,,,3
日本科技 FACE-U 三层医用口罩 白色 价格实惠,2 件带 Logo（带,3.16,https://cf.shopee.ph/file/ph-11134207-7ra0u-md1lesa181khe4,http://shopee.ph/product/139876282/3644627990,时尚配饰,其他配件,面具,IVCN202607160739,285972946106,https://detail.1688.com/offer/634172297216.html?spm=a26352.b28411319.offerlist.8.432e1e62k14lqs&cosite=-&tracelog=p4p&_p_isad=1&clickid=5d8637cbaae44c67b27d76e896b5c34a&sessionid=5b27e22657c3316bd0a130dee4b2633e,8,2026/7/21,3644627990,,,3
U型、Y型别针，大盒装500克,Y型针脚 5.5厘米,1.87,https://cf.shopee.vn/file/1f76f4bfe60b8b60192ad62ce87bc1ea,http://shopee.vn/product/43898831/3701164298,时尚配饰,发饰,发夹和发卡,IVCN202607170074,15388721514,https://detail.1688.com/offer/903044506653.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i20&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,7,2026/7/21,3701164298,,,1
夜光高级专业医护人员怀表，护士礼物,夜光高级专业医护人员怀表，护士礼物,4.36,https://cf.shopee.ph/file/e588922c9037947e5110c5c4ebd15931,http://shopee.ph/product/50657955/3732265268,手表,女士手表,,IVCN202607170076,62049400499,https://detail.1688.com/offer/987046291645.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,5.68,2026/7/21,3732265268,,,1
优雅的水晶镶嵌皇冠，适合婚礼/毕业典礼佩戴。,银,4.78,https://cf.shopee.vn/file/276419c283bb2a8296826d8fb619a17b,http://shopee.vn/product/141006665/3738836200,时尚配饰,发饰,头饰、皇冠和花冠,IVCN202607170078,60037726683,https://detail.1688.com/offer/992176728667.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,6.8,2026/7/21,3738836200,,,1
（两年保修）卡西欧男士电子表 AE-1500WH / AE-1500WHX 系列树脂表带运动手表,AE-1500WHX-3AVDF,31,https://cf.shopee.com.my/file/my-11134201-7rasa-m7j2j6j4bioo5e,http://shopee.com.my/product/58358085/3749433772,手表,男士手表,,IVCN202607160745,157287133369,https://detail.1688.com/offer/701927874053.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,31,2026/7/21,3749433772,,,1
正品 Olense 手表,黄金尺寸 44,68,https://cf.shopee.vn/file/5fe19466c82d3fcc9f05461a58ebae68,http://shopee.vn/product/204447037/3757683302,手表,男士手表,,IVCN202607170080,61474041229,https://detail.1688.com/offer/573145939323.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,68,2026/7/21,3757683302,,,1
卡西欧 LTP-V005D-2B 女士模拟不锈钢表带手表,卡西欧 LTP-V005D-2B 女士模拟不锈钢表带手表,4.3,https://cf.shopee.ph/file/b10f6f8cb16702cb5a9932d8641cebe1,http://shopee.ph/product/140163451/3759466857,手表,女士手表,,IVCN202607170082,41545266377,https://detail.1688.com/offer/996229691879.html?spm=a26352.b28411319/2508.0.0,4.3,2026/7/21,3759466857,,,1
【原装正品，两年保修】蔻驰迷你大花系列 14503507 女士腕表,白色表盘,44,https://cf.shopee.com.my/file/3c31a26092a94542b7a1b40fbe29e22c,http://shopee.com.my/product/76725162/3784634861,手表,女士手表,,IVCN202607170084,25156325798,https://detail.1688.com/offer/736764591705.html?spm=a26352.b28411319/2508.0.0,44,2026/7/21,3784634861,,,1
【卡西欧男女通用款】卡西欧经典数码复古款 F-91 系列 F-91W,F-91W-3D,32,https://cf.shopee.com.my/file/sg-11134202-7rceq-ltuh4ro2t21od1,http://shopee.com.my/product/255857246/3796662931,手表,男士手表,,IVCN202607170086,84081581567,https://detail.1688.com/offer/595141949420.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i24&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,32,2026/7/21,3796662931,,,2
【卡西欧男女通用款】卡西欧经典数码复古款 F-91 系列 F-91W,F-91WG-9Q,32,https://cf.shopee.com.my/file/sg-11134202-7rcdj-ltuh51gghdyaf9,http://shopee.com.my/product/255857246/3796662931,手表,男士手表,,IVCN202607170086,76863760840,https://detail.1688.com/offer/595141949420.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i24&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,32,2026/7/21,3796662931,,,2
韩版新款钛钢手链，黑色开口情侣手链,金子,1.31,https://cf.shopee.com.my/file/7419ca15d947364b9f7ff5857549787b,http://shopee.com.my/product/161944328/3803694837,时尚配饰,手镯和手链,,IVCN202607160749,8726302774,https://detail.1688.com/offer/931016052479.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,7.5,2026/7/21,3803694837,,,1
SANDA 男士手表 LED 手表 ​​数字显示 防水手表 时尚休闲 奢华男士手表,黑色的,21.72,https://cf.shopee.ph/file/6cea21fd60886702fbe6b1c2e893af04,http://shopee.ph/product/189277031/3804366055,手表,男士手表,,IVCN202607170089,8988028299,https://detail.1688.com/offer/896570381150.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,27,2026/7/21,3804366055,,,1
100% 原装卡西欧 MATMOTO G-SHOCK G-7900-1DR / G-7900-2DR / G-7900-3DR / G-7900A-4DR / G-7900 / G-7900A,G-7900-2DR 蓝色,25,https://cf.shopee.com.my/file/my-11134207-820l9-mov3rntyyya6ba,http://shopee.com.my/product/180208218/3815867968,手表,男士手表,,IVCN202607170091,375991421507,https://detail.1688.com/offer/609506768882.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,25,2026/7/21,3815867968,,,1
3X3 软弹性橡胶（1 英寸/1¼ 英寸/1½ 英寸）,1英寸白色,5.8,https://cf.shopee.com.my/file/my-11134207-820la-mmr957zh34si48,http://shopee.com.my/product/122536990/3816429768,时尚配饰,发饰,发圈、丝带和发绳,IVCN202607170093,15588790838,https://detail.1688.com/offer/651100951570.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,8.4,2026/7/21,3816429768,,,1
骑马、乡村、牛仔帽、粗犷、男性、乡下、卡车司机,二氧化碳,4,https://cf.shopee.com.br/file/br-11134207-7r98o-m6sqm4u3sbw00d,http://shopee.com.br/product/316845973/3867936990,时尚配饰,帽子和鸭舌帽,,IVCN202607160753,179403744129,https://detail.1688.com/offer/679557261824.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,4,2026/7/21,3867936990,,,1
菲律宾制造 TUBE（10个装）口罩，纯黑色和各种印花图案，每盒10个,纯黑色,7.46,https://cf.shopee.ph/file/41fc8188ebaad8196224aae61f43ac85,http://shopee.ph/product/233961170/3880302142,时尚配饰,其他配件,面具,IVCN202607160757,224140495346,https://detail.1688.com/offer/1213040983.html?spm=a26352.b28411319.offerlist.24.15321e62TjdJVW&cosite=-&tracelog=p4p&_p_isad=1&clickid=11c207cc21b641baaa5eb0c08fa5936d&sessionid=ZZ8JhsHzejijJCJJ2e8cFcnRHp3hTEsdp5c1753415406127,19.8,2026/7/21,3880302142,,,1
女士秋冬季针织帽，保暖贝雷帽，时尚羊毛帽。,所以,4.91,https://cf.shopee.com.br/file/br-11134207-7qukw-lf7g48k2entr4f,http://shopee.com.br/product/454395796/3892096889,时尚配饰,帽子和鸭舌帽,,IVCN202607160761,83982475389,https://detail.1688.com/offer/607656633727.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d64617496257850124558e162c&token=2qSGoG%2BbkJjHLg%2FFGzPiaOJ2QIgoOkHApSUGOa2dEAR1cazTXsnFxjI355fN0p6R,11.5,2026/7/21,3892096889,,,1
Futura纤维假发，与真人头发完全相同，深金色,Futura纤维假发，与真人头发完全相同，深金色,29.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m6qwcx0nrdww7b,http://shopee.com.br/product/287703363/3894234625,时尚配饰,发饰,假发和接发,IVCN202607160765,83359549140,https://detail.1688.com/offer/759864792859.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,40,2026/7/21,3894234625,,,1
奇特的 Alex 圆形金属防辐射光致变色防辐射眼镜，男女通用,BLACK-TRANSITIONPRO,9,https://cf.shopee.ph/file/ph-11134207-81zti-mf0gxsac1ij133,http://shopee.ph/product/65297092/3906333054,时尚配饰,眼镜,镜框和眼镜,IVCN202607160769,87073122810,https://detail.1688.com/offer/898009332671.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,9,2026/7/21,3906333054,,,1
男女通用太阳镜，UV400防护，方形镜框设计，佩戴舒适，时尚配色 602335 - Trang Brown 眼镜,#6035 黑色,5.8,https://cf.shopee.vn/file/5706aeb052a229b829585c7b80b0d5b9,http://shopee.vn/product/60872305/3906614860,时尚配饰,眼镜,太阳镜,IVCN202607160773,15853520544,https://detail.1688.com/offer/889201869414.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517764238789982092e0fc8&token=ULZconWLULzBo1UqE2HUHdBvGtcaGqwLxeu%2BXamozs3OsA89G0g9pxY0vNZSsJt2,5.8,2026/7/21,3906614860,,,2
男女通用太阳镜，UV400防护，方形镜框设计，佩戴舒适，时尚配色 602335 - Trang Brown 眼镜,#6035 深棕色,3.8,https://cf.shopee.vn/file/vn-11134207-7ras8-m2kg6e803itid9,http://shopee.vn/product/60872305/3906614860,时尚配饰,眼镜,太阳镜,IVCN202607160773,30442529584,https://detail.1688.com/offer/783568642630.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,3.8,2026/7/21,3906614860,,,2
政府官员徽章别针，内政部别针/领针，内政部翻领别针/领章别针，狮子别针，磁性别针。,女士（货号：e1）胸针,2.6,https://cf.shopee.co.th/file/72988ce24ea3039db9fbdf7a79a1ea4d,http://shopee.co.th/product/82704265/3915047115,时尚配饰,其他的,,IVCN202607160776,126606405404,https://detail.1688.com/offer/783643984536.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17787556560437621e0cf5&token=zRF513s43Jq4M2aDNiNr4h%2FfWEufP1TWzxGpn%2BkLR%2BcwAOPiIZ3J51keARLOFzDA,2.6,2026/7/21,3915047115,,,1
♟《吸血鬼日记》复古达蒙/斯特凡·萨尔瓦托家族太阳纹章戒指,银色 - 均码,0.88,https://cf.shopee.com.br/file/6741e9d01964d6428c9ff606c48441d8,http://shopee.com.br/product/238620254/3934806155,时尚配饰,戒指,,IVCN202607160778,18244887385,https://detail.1688.com/offer/678832421543.html?spm=a26352.b28411319.offerlist.6.73541e62kd8V8b,1.5,2026/7/21,3934806155,,,1
卡西欧男士双色 MTP VD01SG 1B,卡西欧男士双色 MTP VD01SG 1B,48,https://cf.shopee.ph/file/ph-11134211-820l7-mo3vlarbz18g6b,http://shopee.ph/product/37482048/3936932340,手表,男士手表,,IVCN202607160780,42043600219,https://detail.1688.com/offer/688394246112.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,48,2026/7/21,3936932340,,,1
ESS战术太阳镜，防紫外线，军用玻璃,黑色的,17.13,https://cf.shopee.ph/file/sg-11134201-7rdws-lzbna6ktbcau21,http://shopee.ph/product/203846473/3943522681,时尚配饰,眼镜,太阳镜,IVCN202607160784,50385070081,https://detail.1688.com/offer/920390419821.html?spm=a26352.b28411319.offerlist.6.783a1e62ambuL4,17.89,2026/7/21,3943522681,,,1
卡西欧 LTP-1274G-7ADF 女士模拟不锈钢表带手表,卡西欧 LTP-1274G-7ADF 女士模拟不锈钢表带手表,46,https://cf.shopee.ph/file/df93081aa763735614069c29b65db73f,http://shopee.ph/product/140163451/3959466824,手表,女士手表,,IVCN202607160788,31545266746,https://detail.1688.com/offer/709075306907.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17642334121914188e0de2&token=TZB46bQI8ZHbTwuN26leo2WF0m%2BqAC%2BGckZTIGzevtSTtV9%2BTMsWRQeCrtWTMrrI,46,2026/7/21,3959466824,,,1
泰国传统连衣裙/裙子的银色腰带，45英寸。,C2,4.14,https://cf.shopee.co.th/file/264b5449c050805b98272788fffc3910,http://shopee.co.th/product/182169396/3961868686,时尚配饰,腰带,,IVCN202607160792,80859222562,https://detail.1688.com/offer/900711527881.html?src=zhanwai&pid=301011_0000&ptid=&exp=enquiry%3AB%3BqueryMobilePhone%3AA%3Bxlyx%3AB&_force_exp_buckets_=11803%2C2024061701%2C2024011602&spm=a312h.2018_new_sem.dh_002.9.613a6cf5lyosqi&cosite=-&tracelog=p4p&_p_isad=1&clickid=75feb759624246b5a3ecc6768999be57&sessionid=e19b64479c96e9130c7bc441c63ff7c2&a=1930&e=muv8d4Iyt.vegpK9A9aASRfkI6A6NvTXw1I8xRktGvqdetWREQgqBnuzMyEwJRqLwiHaqdF.j1oM2cAQj5hUjwjm2lD8reXlc-h5Anfkk23BzWdfEaYg4.QLKOYS5N-0R-unreg8DwNVunnwGMVmPPvy.f49fCZRwaSCk.pYJ0n6n41Bq2VsnqqJGDCO9SH.gcK30FcXgdIpu0Sla5B8WEr.WawJJ.CXf8Ocisr3N-FrU-1rvu9hVXqE.10vN7SSTBqqZIld2AM_&sk=sem&style=1,7.3,2026/7/21,3961868686,,,1
美丽的35厘米黑色有机纤维假发,美丽的35厘米黑色有机纤维假发,12.5,https://cf.shopee.com.br/file/bf175b25f1c8664655a56ad39b0e40c5,http://shopee.com.br/product/287703363/3977362156,时尚配饰,发饰,假发和接发,IVCN202607160796,63474903065,https://detail.1688.com/offer/601959657666.html?spm=a26352.b28411319.offerlist.318.48c61e629mVVRD,12.5,2026/7/21,3977362156,,,1
Tripati 原创女士太阳镜，具有 UV400/UVA/UVB 防护功能，猫眼标志印花，尺寸 929。,所以,7.5,https://cf.shopee.com.br/file/c2a1d879b6d9d6c51957d76a903fb223,http://shopee.com.br/product/405557692/3983426466,时尚配饰,眼镜,太阳镜,IVCN202607160800,44402223822,https://detail.1688.com/offer/917166977192.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i35&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,7.5,2026/7/21,3983426466,,,1
有机生物纤维直发接发 70厘米 120克 夹式 3片/包 哑光,#16,5.8,https://cf.shopee.com.br/file/e022fdce8ba7bc0b2b3568e8b3678348,http://shopee.com.br/product/403863472/3994351346,时尚配饰,发饰,假发和接发,IVCN202607160804,68337716839,https://detail.1688.com/offer/929140135422.html?spm=a26352.b28411319.offerlist.6.4cad1e620n5snT&cosite=-&tracelog=p4p&_p_isad=1&clickid=4ee4f9b4e1f840c0aaba0bd3f0226dfb&sessionid=ea82f1cb9d8bb0e28f8c5a12d04739c5,5.8,2026/7/21,3994351346,,,1
Pero 男士皮带，灰色扣环,nn164,23.9,https://cf.shopee.vn/file/vn-11134207-7qukw-lf93xq7f1pav81,http://shopee.vn/product/12063050/4004991904,时尚配饰,腰带,,IVCN202607160808,9247023358,https://detail.1688.com/offer/845636686513.html?spm=a26352.b28411319.offerlist.19.4b561e62oMAb7Z,23.9,2026/7/21,4004991904,,,1
SKMEI 时尚女士石英模拟手表，PU表带，50米防水，休闲腕表,黑银色,17,https://cf.shopee.ph/file/b8ed1b99d1c783a9e850de58e303d2ab,http://shopee.ph/product/70021039/4044060363,手表,女士手表,,IVCN202607160812,40432734269,https://detail.1688.com/offer/620509679216.html?spm=a26352.b28411319/2508.0.0,22,2026/7/21,4044060363,,,1
（现货）腰带，时尚腰带，真皮腰带，L形扣，双面可用，礼盒套装，配有全套优质配件。,LEViS-01,12.02,https://cf.shopee.co.th/file/1b9881d96e6ccbe842d76dceb0b03484,http://shopee.co.th/product/185111207/4086509371,时尚配饰,腰带,,IVCN202607160814,54992580235,https://detail.1688.com/offer/959801360860.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,40,2026/7/21,4086509371,,,1
精工男士银色腕表 SNXS77K1,精工男士银色腕表 SNXS77K1,45,https://cf.shopee.ph/file/ph-11134211-820la-mq7j24kzpvr68a,http://shopee.ph/product/37482048/4137870323,手表,男士手表,,IVCN202607160818,52043745890,https://detail.1688.com/offer/660194245201.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,45,2026/7/21,4137870323,,,1
卡西欧 MTP-1370D-1A1 男士模拟不锈钢表带手表,卡西欧 MTP-1370D-1A1 男士模拟不锈钢表带手表,24,https://cf.shopee.ph/file/sg-11134201-22120-ui2kg9fgfmlvc7,http://shopee.ph/product/140163451/4159402570,手表,男士手表,,IVCN202607170095,31547846034,https://detail.1688.com/offer/1023771779259.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,24,2026/7/21,4159402570,,,1
男士腰带，黑色腰带，编织腰带，弹力腰带。PORTRAIT.BKK,黑色的,7.2,https://cf.shopee.co.th/file/sg-11134201-22110-tqto3uipz0jve0,http://shopee.co.th/product/346058204/4170465494,时尚配饰,腰带,,IVCN202607160822,32623124521,https://detail.1688.com/offer/736338337358.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,7.2,2026/7/21,4170465494,,,1
Musion 弹性佩斯利花纹头巾 时尚男士头巾 SPF 30 防紫外线摩托车颈罩 防晒头带 骑行者适用,1#经典佩斯利花纹,0.76,https://cf.shopee.ph/file/d730dbe0b5672c7331c567284ee7bbd7,http://shopee.ph/product/204226410/4210202999,时尚配饰,其他配件,面具,IVCN202607160826,11242621332,https://detail.1688.com/offer/720199179081.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917720025788025410e0feb&token=MUpyYZJpKjal3BPCs9Lpq9LBlr7ipQN9e7fR4M04NfBhPenACQkGP6ApHP76WV0n,0.95,2026/7/21,4210202999,,,1
美容工具/一次性鼻钉枪/穿孔/无菌/健康与安全,白色的,2.5,https://cf.shopee.com.br/file/3c8771e6f5a103f6a85c092765df8f7c,http://shopee.com.br/product/291080199/4250222860,时尚配饰,其他的,,IVCN202607160828,60846605364,https://detail.1688.com/offer/614272664936.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,2.5,2026/7/21,4250222860,,,1
D&M Jewelry 92.5 意大利银男士戒指，经典立方氧化锆，可调节尺寸,可调节的,1.3,https://cf.shopee.ph/file/e68b0a946530f434691e6dc222789f04,http://shopee.ph/product/264883836/4263144410,时尚配饰,戒指,,IVCN202607160832,41843316272,https://detail.1688.com/offer/738718964357.html?spm=a26352.b28411319.offerlist.22.2a821e623rv6od,1.3,2026/7/21,4263144410,,,1
